"ID","Description","IATA_CODE","FIVE_CODE"
5261,"Savannah, GA: Savannah/Hilton Head International","SAV",14685
5262,"Savannakhet, Laos: Savannakhet International","ZVK",16332
5263,"Savonlinna, Finland: Savonlinna Airport","SVL",15056
5264,"Savoonga, AK: Savoonga Airport","SVA",15049
5265,"Savusavu, Fiji: Savusavu Airport","SVU",15062
5266,"Sawan, Pakistan: Sawan Airport","RZS",14666
5267,"Sayun, Yemen: Sayun International","GXF",12045
5268,"Scammon Bay, AK: Scammon Bay Airport","SCM",14718
5269,"Schefferville, Canada: Schefferville Airport","YKL",16100
5270,"Schenectady, NY: Schenectady County","SCH",14713
5271,"Schwerin, Germany: Schwerin Parchim","SZW",15112
5272,"Scilly Isles, United Kingdom: Scilly Isles Airport","ISC",12382
5273,"Scone, Australia: Scone Airport","NSO",13752
5274,"Scott, KY: Georgetown Scott County - Marshall Field","FQI",11742
5275,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field","BFF",10558
5276,"Scottsboro, AL: Scottsboro Municipal Word Field","AL8",16737
5277,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International","AVP",10434
5278,"Sculthorpe, United Kingdom: Sculthorpe Airport","ZXE",16338
5279,"Seal Bay, AK: Seal Bay Airport","SYB",15091
5280,"Sealing Point, AK: Sealing Point Airport","QQE",14415
5281,"Searchlight, NV: Searchlight Airport","NV3",16572
5282,"Searcy, AR: Searcy Municipal","SRC",14975
5283,"Seattle, WA: Boeing Field/King County International","BFI",10559
5284,"Seattle, WA: Edgewater Inn Helipad Sea Wash","JDG",12465
5285,"Seattle, WA: Lake Union Terminal","LKE",13002
5286,"Seattle, WA: Olympic Hotel Helipad Sea Wash","JYP",12577
5287,"Seattle, WA: Seattle 1st National.Bank Helipad","JFB",12477
5288,"Seattle, WA: Seattle/Tacoma International","SEA",14747
5289,"Sebastian, FL: Sebastian Municipal","DQC",11383
5290,"Sebha, Libya: Sebha Airport","SEB",14748
5291,"Sebring, FL: Sebring Regional","SEF",14750
5292,"Sechelt, Canada: Sechelt Airport","YHS",16081
5293,"Sedalia, MO: Sedalia Regional","DMO",11349
5294,"Sedona, AZ: Sedona Airport","SDX",14744
5295,"Seinajoki, Finland: Seinajoki Airport","SJY",14846
5296,"Selawik, AK: Roland Norton Memorial","A07",10020
5297,"Selawik, AK: Selawik Airport","WLK",15785
5298,"Selbang, Papua New Guinea: Selbang Airport","SBC",14690
5299,"Selby Lake, AK: Selby Lake Airport","AA5",10117
5300,"Seldovia, AK: Seldovia Airport","SOV",14942
5301,"Selebi-Phikwe, Botswana: Selebi-Phikwe Airport","PKW",14140
5302,"Seletar, Singapore: Seletar Airport","XSP",15932
5303,"Selibaby, Mauritania: Selibaby Airport","SEY",14758
5304,"Selief Bay, AK: Selief Bay Airport","A31",10044
5305,"Selinsgrove, PA: Penn Valley","SEG",14751
5306,"Selma, AL: Craig Field","SEM",14753
5307,"Selma, AL: Selfield","SES",14757
5308,"Selmer, TN: Robert Sibley","T1N",16741
5309,"Semarang, Indonesia: Ahmad Yani","SRG",14978
5310,"Semonkong, Lesotho: Semonkong Airport","SOK",14933
5311,"Sena Madureira, Brazil: Sena Madureira Airport","ZMD",16308
5312,"Senanga, Zambia: Senanga Airport","SXG",15082
5313,"Sendai, Japan: Sendai Airport","SDJ",14733
5314,"Seneca Falls, NY: Finger Lakes Regional","N2Y",16715
5315,"Seneca, NY: Seneca AAF","RQO",14607
5316,"Seosan, South Korea: Seosan AB","HMY",16645
5317,"Seoul, South Korea: Gimpo International","GMP",11945
5318,"Seoul, South Korea: Incheon International","ICN",12277
5319,"Seoul, South Korea: Kimpo International/Seoul Metropolitan Area","SEL",14752
5320,"Seoul, South Korea: Seoul AB","SSN",15000
5321,"Sept-Iles, Canada: Sept-Iles Airport","YZV",16279
5322,"Sepulot, Malaysia: Sepulot Airport","SPE",14948
5323,"Sequim, WA: Sequim Valley","SQV",14972
5324,"Serpentine, AK: Serpentine Airport","A21",10034
5325,"Sert, Libya: Sirte International","SRX",14989
5326,"Sesheke, Zambia: Sesheke Airport","SJQ",14840
5327,"Sevierville, TN: Gatlinburg-Pigeon Forge","TN9",16509
5328,"Seville, Spain: Seville Airport","SVQ",15060
5329,"Sewanee, TN: Franklin County","UOS",16419
5330,"Seward Peninsula, AK: Kelly Creek Airstrip","AK1",16489
5331,"Seward, AK: Seward Airport","SWD",15069
5332,"Seymour, IN: Freeman Municipal","SER",14756
5333,"Sfax, Tunisia: El Maou","SFA",14760
5334,"Shafter, CA: Shafter - Minter Field","MIT",13319
5335,"Shageluk, AK: Shageluk Airport","SHX",14816
5336,"Shaikh Isa, Bahrain: Isa AB","BH1",10588
5337,"Shaktoolik, AK: Shaktoolik Airport","SKK",14856
5338,"Shanghai, China: Hongqiao International","SHA",14799
5339,"Shanghai, China: Pudong","PVG",14309
5340,"Shangri-La, China: Zhongdian","DIG",11313
5341,"Shannon Pond, AK: Shannon Pond Airport","A90",10103
5342,"Shannon, Ireland: Shannon Airport","SNN",14918
5343,"Shantou, China: Waisha","SWA",15066
5344,"Shaoguan, China: Shaoguan Airport","HSC",12210
5345,"Sharjah, United Arab Emirates: Sharjah International","SHJ",14807
5346,"Sharm El Sheikh, Egypt: Sharm El Sheikh International","SSH",14995
5347,"Sharurah, Saudi Arabia: Sharurah Airport","SHW",14815
5348,"Shaw Island, WA: Shaw Islands Water Aerodrome","WA3",16654
5349,"Shaw River, Australia: Shaw River Airport","SWB",15067
5350,"Shawl Bay, Canada: Shawl Bay Water Aerodrome","CN6",16616
5351,"Shawnee, OK: Shawnee Regional","SNL",14916
5352,"Shay Gap, Australia: Shay Gap Airport","SGP",14791
5353,"Shearwater, AK: Shearwater Airport","A77",10090
5354,"Sheboygan, WI: Sheboygan County Memorial","SBM",14695
5355,"Sheep Mountain, AK: Sheep Mountain Airport","SMU",14903
5356,"Sheffield, United Kingdom: Sheffield City","SZD",15104
5357,"Shelby, NC: Shelby-Cleveland County Regional","NC3",13621
5358,"Shelbyville, IN: Shelbyville Municipal","GEZ",11894
5359,"Shelbyville/Tullahoma, TN: Bomar Field-Shelbyville Municipal","SYI",15093
5360,"Sheldon Point, AK: Sheldon Point Airport","SXP",15085
5361,"Shell Lake, AK: Shell Lake Airport","A05",10018
5362,"Shelton, WA: Sanderson Field","SHN",14810
5363,"Shemya, AK: Eareckson AS","SYA",15090
5364,"Shenandoah, IA: Shenandoah Municipal","IA1",12260
5365,"Shenyang, China: Taoxian","SHE",14803
5366,"Shenzhen, China: Bao'an International","SZX",15113
5367,"Sherbrooke, Canada: Sherbrooke Airport","YSC",16189
5368,"Sheridan, WY: Sheridan County","SHR",14812
5369,"Sherman-Denison, TX: Sherman-Denison Airport","PNX",14194
5370,"Shijiazhuang, China: Zhengding","SJW",14845
5371,"Shillong, India: Barapani","SHL",14808
5372,"Shimla, India: Shimla Airport","SLV",14885
5373,"Shimojishima, Japan: Shimojishima Airport","SHI",14806
5374,"Shindand, Afghanistan: Shindand Airport","AF4",16559
5375,"Shingletown, CA: Shingletown Airport","QQM",14423
5376,"Shiraz, Iran: Shahid Dastghaib International","SYZ",15100
5377,"Shire Indasilase, Ethiopia: Shire","SHC",14801
5378,"Shirley, NY: Brookhaven","WSH",15848
5379,"Shirleyville, AK: Shirleyville Airport","OQV",13920
5380,"Shishmaref, AK: Shishmaref Airport","SHH",14805
5381,"Shisholik, AK: Shisholik Airport","OQX",13922
5382,"Shizuoka, Japan: Shizuoka Airport","FSZ",11781
5383,"Shoal Bay, Canada: Shoal Bay Water Aerodrome","CN7",16617
5384,"Shoal Cove, AK: Shoal Cove Airport","HCB",12086
5385,"Shonai, Japan: Shonai Airport","SYO",15095
5386,"Show Low, AZ: Show Low Regional","SOW",14943
5387,"Shreveport, LA: Barksdale AFB","BAD",10476
5388,"Shreveport, LA: Shreveport Downtown","DTN",11429
5389,"Shreveport, LA: Shreveport Regional","SHV",14814
5390,"Shrimp Bay, AK: Shrimp Bay Airport","FQP",11749
5391,"Shungnak, AK: Shungnak Airport","SHG",14804
5392,"Shute Harbour/Whitsunday, Australia: Whitsunday Airstrip","WSY",15857
5393,"Sialkot, Pakistan: Sialkot International","SKT",16471
5394,"Siassi, Papua New Guinea: Siassi Airport","SSS",15001
5395,"Siauliai, Lithuania: Siauliai International","SQQ",14970
5396,"Sibiu, Romania: Sibiu Airport","SBZ",14705
5397,"Sibu, Malaysia: Sibu Airport","SBW",14703
5398,"Sidi Ifni, Morocco: Sidi Ifni Airport","SII",14821
5399,"Sidney, MT: Sidney/Richland Municipal","SDY",14745
5400,"Sidney, NE: Sidney Municipal/Lloyd W. Carr Field","SNY",14927
5401,"Sidney, NY: Sidney Municipal","SXY",15089
5402,"Siegen, Germany: Siegerland","SGE",14782
5403,"Siem Reap, Cambodia: Siem Reap International","REP",14505
5404,"Sienna, Italy: Ampugnano","SAY",14688
5405,"Sigonella, Italy: Sigonella Airport","NSY",13754
5406,"Sikeston, MO: Sikeston Memorial Municipal","SIK",14822
5407,"Silchar, India: Silchar Airport","IXS",12431
5408,"Silgadi Doti, Nepal: Silgadi Doti Airport","SIH",14820
5409,"Silistra, Bulgaria: Silistra Polkovnik-Lambrinovo","SLS",14882
5410,"Silver City, Canada: Silver City Airport","CFQ",10955
5411,"Silver City/Hurley, NM: Grant County","SVC",15051
5412,"Silver Salmon Creek, AK: Silver Salmon Creek Airport","A52",10065
5413,"Simanggang, Malaysia: Simanggang Airport","SGG",14784
5414,"Simbai, Papua New Guinea: Simbai Airport","SIM",14823
5415,"Simberi Island, Papua New Guinea: Simberi","NIS",16544
5416,"Simenti, Senegal: Simenti Airport","SMY",14906
5417,"Simferopol, Ukraine: Simferopol International","SIP",14826
5418,"Simoom Sound, Canada: Simoom Sound Water Aerodrome","B4C",16655
5419,"Simsbury, CT: Simsbury Airport","CT2",16495
5420,"Sindal, Denmark: Sindal Airport","CNL",11084
5421,"Singapore, Singapore: Paya Lebar","QPG",14408
5422,"Singapore, Singapore: Singapore Changi International","SIN",14824
5423,"Singaua, Papua New Guinea: Singaua Airport","SGB",14779
5424,"Singora, Thailand: Songkhla","SGZ",14798
5425,"Sion, Switzerland: Sion Airport","SIR",16597
5426,"Sioux City, IA: Sioux Gateway/Col. Bud Day Field","SUX",15048
5427,"Sioux Falls, SD: Joe Foss Field","FSD",11775
5428,"Sioux Lookout, Canada: Sioux Lookout Airport","YXL",16246
5429,"Sirnak, Turkey: Sirnak Airport","NKT",16676
5430,"Sishen, South Africa: Sishen Airport","SIS",14827
5431,"Sisimiut, Greenland: Sisimiut Airport","JHS",12493
5432,"Sitka, AK: Sitka Rocky Gutierrez","SIT",14828
5433,"Sitkinak, AK: Sitkinak CGS","SKJ",14855
5434,"Sittwe, Burma: Sittwe Airport","AKY",10252
5435,"Siuna, Nicaragua: Siuna Airport","SIU",14829
5436,"Sivas, Turkey: Sivas Airport","VAS",15558
5437,"Sivinuvik, AK: Camp Sivinuvik","OQY",13923
5438,"Skagway, AK: Skagway Airport","SGY",14797
5439,"Skaneateles, NY: Skaneateles Aero Drome","NY7",16498
5440,"Skelleftea, Sweden: Skelleftea Airport","SFT",14775
5441,"Skiathos, Greece: Alexandros Papadiamantis","JSI",12555
5442,"Skien, Norway: Geiteryggen","SKE",14852
5443,"Skiros, Greece: Skiros Airport","SKU",14862
5444,"Skopje, Macedonia: Skopje Airport","SKP",14860
5445,"Skrydstrup, Denmark: Skrydstrup Airport","SKS",14861
5446,"Skukuza, South Africa: Skukuza Airport","SZK",15107
5447,"Skulte, U.S.S.R.: Skulte Airport","RSC",14625
5448,"Skwentna, AK: Skwentna Airport","SKW",14863
5449,"Slaton, TX: Slaton Municipal","TX8",16412
5450,"Slave Lake, Canada: Slave Lake Airport","YZH",16274
5451,"Sleetmute, AK: Sleetmute Airport","SLQ",14880
5452,"Sliac, Slovakia: Sliac International","SLD",14870
5453,"Sligo, Ireland: Sligo Airport","SXL",15083
5454,"Sligo, Ireland: Sligo Bus Station","ZSL",16323
5455,"Slupsk, Poland: Redzikowo","OSP",13955
5456,"Smith Bay, AK: Smith Bay Airport","A3K",16696
5457,"Smith Cove, AK: Smith Cove Airport","SCJ",14715
5458,"Smith Point, Australia: Smith Point Airport","SHU",14813
5459,"Smithers, Canada: Smithers Airport","YYD",16258
5460,"Smithfield, NC: Johnston Regional","NC2",13620
5461,"Smithfield, RI: North Central State","SFZ",14778
5462,"Smithton, Australia: Smithton Airport","SIO",14825
5463,"Smyrna, TN: Smyrna Airport","MQY",13461
5464,"Snake Bay, Australia: Snake Bay Airport","SNB",14909
5465,"Snap Lake, Canada: Snap Lake Mine/Debeers","NT1",13755
5466,"Snettisham, AK: Snettisham Airport","FQG",11740
5467,"Snyder, TX: Winston Field","SNK",14915
5468,"Socorro, NM: Socorro Municipal","ONM",13887
5469,"Soda Springs, ID: Allen H Tigert","DQD",11384
5470,"Soddu, Ethiopia: Soddu Airport","SXU",15088
5471,"Sodertalje, Sweden: Sodertalje Heliport","JSO",12557
5472,"Sofia, Bulgaria: Sofia Airport","SOF",14929
5473,"Sogndal, Norway: Haukasen","SOG",14930
5474,"Sointula, Canada: Sointula Water Aerodrome","CN9",16618
5475,"Sokcho, South Korea: G 407","SHO",14811
5476,"Sokoto, Nigeria: Sokoto Airport","SKO",14859
5477,"Sola, Vanuatu: Sola Airport","SLH",14872
5478,"Soldotna, AK: Soldotna Airport","SXQ",15086
5479,"Solleftea, Sweden: Solleftea Airport","SE1",14746
5480,"Solo City, Indonesia: Adi Soemarmo International","SOC",14928
5481,"Solomon, AK: Solomon State Field","SOL",14934
5482,"Solwezi, Zambia: Solwezi Airport","SLI",14873
5483,"Somerset, KY: Lake Cumberland Regional","SME",14892
5484,"Somerville, NJ: Somerset","NJ3",14899
5485,"Sonderborg, Denmark: Sonderborg Airport","SGD",14781
5486,"Sondre Stromfjord, Greenland: Sondrestrom Air Base","SFJ",14767
5487,"Song Pan, China: Jui Zhai Huang Long","JZH",12586
5488,"Songea, Tanzania: Songea Airport","SGX",14796
5489,"Sonora Island, Canada: Sonora Resort","BC7",16619
5490,"Sonora, TX: Sonora Municipal","FVD",11800
5491,"Sopu, Papua New Guinea: Sopu Airport","SPH",14951
5492,"Sorkjosen, Norway: Sorkjosen Airport","SOJ",14932
5493,"Soroako, Indonesia: Soroako Airport","SQR",14971
5494,"Sorong, Indonesia: Sorong Airport","SOQ",14939
5495,"Sorvagur, Denmark: Vagar","FAE",11629
5496,"South Bend, IN: South Bend International","SBN",14696
5497,"South Boston, VA: William M Tuck","SBV",14702
5498,"South Caicos, Turks and Caicos Islands: South Caicos International","XSC",15929
5499,"South Molle Island, Australia: S Molle","SOI",14931
5500,"South Naknek, AK: South Naknek 2","WSN",15853
5501,"South St. Paul, MN: South St. Paul Municipal-Richard E. Fleming Field","VZZ",15701
5502,"South Weymouth, MA: South Weymouth NAS","NZW",13790
5503,"Southampton, United Kingdom: Southampton Airport","SOU",14941
5504,"Southbridge, MA: Southbridge Municipal","QSO",14441
5505,"Southend-On-Sea, United Kingdom: Southend","SEN",14754
5506,"Soyo, Angola: Soyo Airport","SZA",15101
5507,"Spangdahlem, Germany: Spangdahlem AB","SPM",14954
5508,"Spanish Wells, The Bahamas: Spanish Wells Airport","SWL",15073
5509,"Sparrevohn, AK: Sparrevohn LRRS","SVW",15063
5510,"Sparta, TN: Upper Cumberland Regional","TN2",15271
5511,"Spartanburg, SC: Spartanburg Downtown Memorial","SPA",14944
5512,"Spearfish, SD: Black Hills Clyde Ice Field","SPF",14949
5513,"Spencer, IA: Spencer Municipal","SPW",14962
5514,"Split, Croatia: Split Airport","SPU",14961
5515,"Spokane, WA: Fairchild AFB","SKA",14848
5516,"Spokane, WA: Felts Field","SFF",14764
5517,"Spokane, WA: Spokane International","GEG",11884
5518,"Spring Point, The Bahamas: Spring Point Airport","AXP",10450
5519,"Springbok, South Africa: Springbok Airport","SBU",14701
5520,"Springdale, AR: Springdale Municipal","SPZ",14964
5521,"Springerville, AZ: Springerville Municipal","AZ5",16561
5522,"Springfield, IL: Abraham Lincoln Capital","SPI",14952
5523,"Springfield, MO: Springfield-Branson National","SGF",14783
5524,"Springfield, OH: Springfield-Beckley Municipal","SGH",14785
5525,"Springfield, TN: Springfield Robertson County","DQG",11387
5526,"Springfield, VT: Hartness State","VSF",15634
5527,"Springwater, Canada: Springwater Barrie Airpark","RQS",14611
5528,"Squaw Lake, AK: Squaw Lake Airport","AK4",16508
5529,"Srinagar, India: Srinagar Airport","SXR",15087
5530,"St Andrews, United Kingdom: RAF Leuchars","ADX",10173
5531,"St Stephen, Canada: St Stephen Airport","NB1",16587
5532,"St. Anthony, Canada: St. Anthony Airport","YAY",15998
5533,"St. Anthony, ID: Stanford Field","UXF",15520
5534,"St. Augustine, FL: Northeast Florida Regional","UST",15497
5535,"St. Brieuc, France: St. Brieuc Airport","SBK",14693
5536,"St. Catharines, Canada: Niagara District","YCM",16023
5537,"St. Cloud, MN: Crossroads Heliport","JSK",12556
5538,"St. Cloud, MN: St. Cloud Regional","STC",15008
5539,"St. Etienne, France: Saint Etienne Loire","EBU",11477
5540,"St. Eustatius, Bonaire, Sint Eustatius, and Saba: F.D. Roosevelt","EUX",11605
5541,"St. George Island, AK: St. George Island Airport","STG",15012
5542,"St. George, Australia: Saint George","SGO",14790
5543,"St. George, UT: St George Regional","SGU",14794
5544,"St. James, MI: Beaver Island","BVR",10812
5545,"St. John's, Canada: St. John's International","YYT",16268
5546,"St. John, VI: St. John Airport","SJF",14833
5547,"St. Johns, Antigua and Barbuda: V C Bird International","ANU",10312
5548,"St. Johns, AZ: St. Johns Industrial Air Park","SJN",14837
5549,"St. Joseph, MO: Rosecrans Memorial","STJ",15014
5550,"St. Kitts, Saint Kitts and Nevis: Robert L. Bradshaw International","SKB",14849
5551,"St. Leonard, Canada: St Leonard Cyr","YSL",16192
5552,"St. Louis, MO: Bi-State Parks","CPS",11123
5553,"St. Louis, MO: Lambert-St. Louis International","STL",15016
5554,"St. Louis, MO: Spirit of St. Louis","SUS",15043
5555,"St. Louis, Senegal: Saint Louis","XLS",15913
5556,"St. Lucia, Saint Lucia: George F. Charles","SLU",14884
5557,"St. Lucia, Saint Lucia: Hewanorra International","UVF",15513
5558,"St. Marie, Madagascar: Sainte Marie","SMS",14901
5559,"St. Mary's, AK: St. Mary's Airport","KSM",12807
5560,"St. Marys, PA: St. Marys Municipal","STQ",15021
5561,"St. Michael, AK: St. Michael Airport","SMK",14895
5562,"St. Moritz, Switzerland: Samedan","SMV",14904
5563,"St. Nazaire, France: Saint Nazaire Montoir","SNR",14921
5564,"St. Paul, AK: St. Paul Island","SNP",14919
5565,"St. Petersburg, FL: St Pete Clearwater International","PIE",14112
5566,"St. Petersburg, Russia: Pulkovo","LED",12933
5567,"St. Pierre, Saint Pierre and Miquelon: Saint Pierre","FSP",11779
5568,"St. Theresa Point, Canada: St. Theresa Point Airport","YST",16197
5569,"St. Vincent, Saint Vincent and the Grenadines: E. T. Joshua","SVD",15052
5570,"Stafford, VA: Stafford Regional","RMN",14557
5571,"Stanley, Falkland Islands (Islas Malvinas): Stanley Airport","PSY",14266
5572,"Stanley, ND: Stanley Municipal","JZC",12581
5573,"Stanton, MN: Stanton Airport","SYN",15094
5574,"Star Harbour, Solomon Islands: Nana","NAZ",13609
5575,"Starkville, MS: George M. Bryan","STF",15011
5576,"State College, PA: University Park","SCE",14711
5577,"Statesboro, GA: Statesboro-Bulloch County","TBR",15141
5578,"Statesville, NC: Statesville Regional","SVH",15054
5579,"Station Nord, Greenland: Station Nord Airport","GL1",11926
5580,"Stauning, Denmark: Stauning Airport","STA",15006
5581,"Staunton, VA: Shenandoah Valley Regional","SHD",14802
5582,"Stavanger, Norway: Sola","SVG",15053
5583,"Stavropol, Russia: Shpakovskoye","STW",15026
5584,"Stawell, Australia: Stawell Airport","SWC",15068
5585,"Steamboat Bay, AK: Steamboat Bay Airport","WSB",15846
5586,"Steamboat Springs, CO: Steamboat Springs/Bob Adams Field","SBS",14699
5587,"Stebbins, AK: Stebbins Airport","WBB",15721
5588,"Steep Island, Canada: Steep Island Lodge","CA9",16620
5589,"Stehekin, WA: Stehekin Seaplane Landing","WA6",15707
5590,"Stella Maris, The Bahamas: Estate Airstrip","SML",14896
5591,"Stephenville, Canada: Stephenville Airport","YJT",16095
5592,"Stepovak, AK: Stepovak Airport","VZO",15690
5593,"Sterling, CO: Sterling Municipal","STK",15015
5594,"Sterling, MA: Sterling Airport","RQM",14605
5595,"Sterling/Rockfalls, IL: Whiteside County-Jos H. Bittorf Field","SQI",14966
5596,"Stevens Point, WI: Stevens Point Municipal","STE",15010
5597,"Stevens Village, AK: Stevens Village Airport","SVS",15061
5598,"Stevensville, MT: Stevensville Airport","QQJ",14420
5599,"Stewart, Canada: Stewart Airport","ZST",16325
5600,"Stillwater, OK: Stillwater Regional","SWO",15074
5601,"Stockholm, Sweden: Arlanda","ARN",10357
5602,"Stockholm, Sweden: Bromma","BMA",10678
5603,"Stockholm, Sweden: Stockholm Metropolitan Area","STO",15019
5604,"Stockton, CA: Stockton Metropolitan","SCK",14716
5605,"Stoelmanseiland, Suriname: Stoelmanseiland Airport","SMZ",14907
5606,"Stokmarknes, Norway: Skagen","SKN",14858
5607,"Stone Mountain, GA: Stone Mountain Airport","SMT",14902
5608,"Stonington, ME: Stonington Municipal","ME7",16736
5609,"Stony Rapids, Canada: Stony Rapids Airport","YSF",16190
5610,"Stony River, AK: Stony River Airport","SRV",14987
5611,"Stord, Norway: Stord Airport","SRP",14985
5612,"Storm Lake, IA: Storm Lake Municipal","SLB",14868
5613,"Stornoway, United Kingdom: Stornoway Airport","SYY",15099
5614,"Storuman, Sweden: Storuman Airport","SQO",14969
5615,"Stow, MA: Minute Man Air Field","MMN",13394
5616,"Strahan, Australia: Strahan Airport","SRN",14983
5617,"Strasbourg, France: Strasbourg Entzheim","SXB",15079
5618,"Stroudsburg, PA: Stroudsburg Pocono","ESP",11593
5619,"Stuart Island, WA: Stuart Island Airpark","SSW",15003
5620,"Stuart, FL: Witham Field","SUA",15030
5621,"Stung Treng, Cambodia: Stung Treng Airport","TNX",15288
5622,"Sturgeon Bay, WI: Door County Cherryland","SUE",15033
5623,"Sturgis, KY: Sturgis Municipal","KY2",12860
5624,"Sturgis, MI: Sturgis Airport","IRS",12378
5625,"Stuttgart, AR: Stuttgart Municipal","SGT",14793
5626,"Stuttgart, Germany: Stuttgart Airport","STR",15022
5627,"Suavanao, Solomon Islands: Suavanao Airport","VAO",15556
5628,"Subic Bay, Philippines: Cubi Point NAS","NCP",13631
5629,"Subic Bay, Philippines: Subic Bay International","SFS",14774
5630,"Suceava, Romania: Stefan Cel Mare","SCV",14723
5631,"Sucre, Bolivia: Juana Azurduy de Padilla","SRE",14976
5632,"Sudbury, Canada: Sudbury Airport","YSB",16188
5633,"Suffolk, United Kingdom: Wattisham","GB1",11854
5634,"Sugar Land, TX: Sugar Land Regional","SGR",14792
5635,"Sui, Pakistan: Sui Airport","SUL",15039
5636,"Sukhumi, Georgia: Babusheri","SUI",15036
5637,"Suki, Papua New Guinea: Suki Airport","SKC",14850
5638,"Sukkur, Pakistan: Begum Nusrat Bhutto","SKZ",14866
5639,"Sulaymaniyah, Iraq: Sulaymaniyah International","ISU",16447
5640,"Sullivan Bay, Canada: Sullivan Bay Water Aerodrome","YTG",16204
5641,"Sulphur Springs, TX: Sulphur Springs Municipal","SLR",14881
5642,"Sumbawa, Indonesia: Sumbawa Besar","SWQ",15075
5643,"Sumbawanga, Tanzania: Sumbawanga Airport","SUT",15044
5644,"Summerside, Canada: Summerside Airport","YSU",16198
5645,"Summerville, SC: Summerville Airport","SC5",16583
5646,"Summit, AK: Summit Airport","UMM",15470
5647,"Sumter, SC: Shaw AFB","SSC",14993
5648,"Sumter, SC: Sumter Airport","SUM",15040
5649,"Sun City, South Africa: Pilanesberg International","NTY",13764
5650,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial","SUN",15041
5651,"Sundance, WY: Schloredt","SUC",15032
5652,"Sundsvall, Sweden: Sundsvall Timra","SDL",14735
5653,"Sungai Pakning, Indonesia: Sungai Pakning Airport","SEQ",14755
5654,"Sungei Tekai, Malaysia: Sungei Tekai Airport","GTK",12004
5655,"Sunriver, OR: Sunriver Airport","SUO",15042
5656,"Superior, WI: Richard I Bong","SUW",15047
5657,"Surabaya, Indonesia: Juanda","SUB",15031
5658,"Surat Thani, Thailand: Surat Thani Airport","URT",15491
5659,"Surfers Paradise, Australia: Surfers Paradise Airport","SFP",14772
5660,"Surgut, Russia: Surgut Airport","SGC",14780
5661,"Surigao, Philippines: Surigao Airport","SUG",15035
5662,"Sussex, NJ: Sussex Airport","NJ5",16585
5663,"Suva, Fiji: Nausori International","SUV",15046
5664,"Suwon, South Korea: Suwon Airport","SWU",15077
5665,"Sveg, Sweden: Sveg Airport","EVG",11608
5666,"Svolvaer, Norway: Helle","SVJ",15055
5667,"Swansea, United Kingdom: Swansea Airport","SWS",15076
5668,"Sweetwater, TX: Avenger Field","SWW",15078
5669,"Swidwin, Poland: Swidwin Airport","PL1",16444
5670,"Swift Current, Canada: Swift Current Airport","YYN",16265
5671,"Swindon, United Kingdom: Swindon Airport","SWI",16400
5672,"Sydney, Australia: Sydney International","SYD",15092
5673,"Sydney, Canada: Sydney Airport","YQY",16179
5674,"Sylhet, Bangladesh: Savannakhet","ZYL",16359
5675,"Syracuse, NY: Syracuse Hancock International","SYR",15096
5676,"Syros Island, Greece: Dimitrios Vikelas","JSY",12561
5677,"Szczecin, Poland: Goleniow","SZZ",15114
5678,"Szombathely, Hungary: Szombathely Airport","SZO",15109
5679,"Taba, Egypt: Taba International","TCP",15157
5680,"Tabatinga, Brazil: Tabatinga Airport","TBT",15143
5681,"Tabiteuea, Kiribati: Tabiteuea Airport","TBF",15135
5682,"Tableland, Australia: Tableland Airport","TBL",15137
5683,"Tabora, Tanzania: Tabora Airport","TBO",15139
5684,"Tabou, Cote d'Ivoire: Tabou Airport","TXU",15404
5685,"Tabriz, Iran: Tabriz International","TBZ",15145
5686,"Tabubil, Papua New Guinea: Tabubil Airport","TBG",16514
5687,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz","TUU",15378
5688,"Tacloban, Philippines: Daniel Z. Romualdez","TAC",15116
5689,"Tacna, Peru: Coronel Carlos Ciriani Santa Rosa International","TCQ",15158
5690,"Tacoma, WA: Gray AAF","GRF",11979
5691,"Tacoma, WA: McChord Field","TCM",15154
5692,"Tacoma, WA: Tacoma Narrows","TIW",15220
5693,"Taegu, South Korea: Taegu International","TAE",15118
5694,"Tagbilaran, Philippines: Tagbilaran Airport","TAG",15120
5695,"Tahoua, Niger: Tahoua Airport","THZ",15204
5696,"Tahsis, Canada: Tahsis Airport","ZTS",16328
5697,"Taichung, Taiwan: Ching Chuan Kang AB","KK1",12703
5698,"Taichung, Taiwan: Taichung Airport","TXG",15400
5699,"Taichung, Taiwan: Taichung Ching Chuan Kang","RMQ",14560
5700,"Taif, Saudi Arabia: Taif Airport","TIF",15208
5701,"Tainan, Taiwan: Tainan Airport","TNN",15283
5702,"Taipei, Taiwan: Taipei Songshan","TSA",15335
5703,"Taipei, Taiwan: Taiwan Taoyuan International","TPE",15306
5704,"Taitung, Taiwan: Fongnian","TTT",15359
5705,"Taiyuan, China: Wusu","TYN",15409
5706,"Taiz, Yemen: Taiz International","TAI",15122
5707,"Tak, Thailand: Tak Airport","TKT",15243
5708,"Takamatsu, Japan: Takamatsu Airport","TAK",15123
5709,"Takhli, Thailand: Takhli Airport","TKH",15234
5710,"Takoradi, Ghana: Takoradi Airport","TKD",15230
5711,"Takotna, AK: Takotna Airport","TCT",15160
